10,28,35,59,74,1,23,44,53,61,6,19,0,47,75,9,26,39,51,68,7,18,41,49,62
11,29,42,59,65,12,20,31,50,75,14,19,0,46,73,4,28,36,60,61,5,21,37,51,64
3,16,37,58,69,15,28,43,46,63,11,26,0,51,66,13,21,35,59,71,2,25,42,52,62
7,23,38,46,70,12,27,32,47,65,15,17,0,59,69,8,22,44,55,71,9,29,40,56,72
8,27,33,57,66,5,25,37,55,74,15,28,0,56,75,4,18,39,51,69,10,20,40,54,67
11,19,33,56,68,15,21,31,55,66,9,24,0,60,62,3,18,42,48,61,7,29,45,58,67
5,30,43,53,75,12,16,35,50,72,1,22,0,48,67,2,19,37,49,71,8,23,32,57,69
6,17,42,47,70,1,30,31,55,62,13,28,0,60,63,7,27,34,48,64,12,20,35,53,71
7,17,31,59,70,5,25,45,49,73,11,21,0,57,72,10,23,38,58,64,4,26,41,56,66
10,24,38,54,66,8,17,36,50,65,1,21,0,48,68,13,18,40,58,63,14,20,32,49,74
15,24,33,46,75,14,26,39,57,68,12,19,0,52,73,10,28,35,60,67,1,16,34,47,62
2,23,38,53,73,4,27,37,58,65,14,20,0,55,62,8,30,31,51,68,11,24,44,52,72
13,22,36,46,62,3,19,40,50,63,9,18,0,52,74,5,16,44,59,67,14,29,43,56,75
5,16,42,54,67,15,23,39,58,65,10,27,0,53,61,9,17,44,52,63,7,29,32,47,69
15,16,38,49,66,8,28,45,52,64,6,29,0,59,71,4,18,34,51,68,3,23,37,60,69
4,16,35,57,66,6,28,41,55,70,3,25,0,56,73,13,22,39,50,75,2,30,40,51,61
2,25,33,46,72,9,26,38,55,69,7,20,0,54,65,11,16,40,47,61,12,19,43,49,62
1,21,31,48,69,12,30,36,51,67,9,18,0,56,68,4,27,35,60,71,2,26,45,55,74
2,17,41,48,64,14,18,34,47,63,3,22,0,58,70,1,27,45,53,66,7,19,44,55,71
6,28,37,51,75,10,23,40,55,64,11,21,0,54,61,12,26,35,59,65,8,24,32,48,63
14,19,39,48,73,9,16,34,58,62,15,21,0,49,65,10,20,42,50,74,3,28,33,51,66
8,22,33,49,70,1,19,38,53,73,14,23,0,52,68,4,30,35,48,72,5,25,39,46,74
8,16,32,57,74,13,22,38,56,66,7,29,0,48,67,11,27,36,47,71,6,26,43,54,75
4,18,45,53,65,1,24,39,59,67,10,23,0,57,62,8,25,31,51,68,7,17,44,50,61
14,18,43,59,64,12,29,39,48,65,2,30,0,57,72,9,23,41,60,75,13,17,32,52,73
10,26,32,53,63,8,28,36,56,66,3,20,0,46,73,4,17,34,60,69,11,30,38,55,72
2,16,31,57,70,13,25,35,46,72,4,17,0,50,75,7,29,42,55,66,15,21,44,49,74
1,20,38,47,65,14,19,31,54,70,11,24,0,52,73,2,16,40,60,61,6,22,37,56,69
5,25,45,51,69,15,29,36,52,70,4,19,0,55,68,3,17,44,58,67,6,26,33,56,71
13,27,39,52,62,5,21,42,55,70,12,20,0,46,75,1,30,37,47,63,10,28,41,50,67
3,17,44,50,64,12,24,38,52,74,7,23,0,49,68,14,28,35,54,71,11,21,32,58,69
14,18,43,52,66,9,19,31,58,71,13,27,0,47,62,8,24,34,53,64,11,28,33,51,73
15,28,34,57,61,12,22,35,51,73,10,24,0,59,63,6,30,45,56,74,1,29,42,48,69
2,18,44,57,65,11,19,34,46,64,5,23,0,47,70,4,22,40,49,67,10,26,36,48,66
14,22,41,60,69,10,17,39,55,74,13,19,0,57,71,2,30,40,59,65,12,27,43,58,72
6,23,39,51,75,1,16,36,49,68,9,19,0,54,67,8,27,45,59,65,7,25,37,53,64
6,20,38,53,65,13,16,45,56,62,8,18,0,47,74,7,21,34,57,63,4,29,44,55,64
11,16,43,58,70,14,28,32,56,75,5,27,0,53,72,3,25,42,54,61,15,26,38,60,63
3,18,39,53,65,12,17,42,47,66,15,25,0,51,72,2,29,36,48,68,10,27,31,50,61
8,22,41,46,66,11,16,33,50,73,1,21,0,52,61,7,30,31,60,67,5,24,40,49,68
2,25,36,57,62,10,21,37,54,66,9,30,0,55,72,15,24,35,50,64,4,28,38,60,63
1,21,42,47,63,5,18,31,55,71,14,26,0,48,65,3,20,35,49,75,6,17,41,60,73
15,29,42,54,74,3,16,44,51,71,13,23,0,52,69,9,28,38,46,64,11,19,37,50,73
7,30,43,46,70,2,19,44,51,67,15,26,0,59,62,8,22,32,56,74,3,24,36,52,75
11,17,34,53,61,2,29,45,55,69,1,27,0,50,70,4,26,40,58,64,5,19,33,57,66
8,23,39,50,69,9,20,40,51,63,6,25,0,56,61,4,27,34,49,67,10,24,35,46,71
10,28,41,59,75,12,16,40,52,74,9,17,0,55,68,6,19,36,56,65,13,20,32,48,69
10,22,35,54,70,11,20,38,58,72,5,27,0,57,73,7,19,43,48,63,12,21,33,59,75
2,25,45,60,61,11,21,40,53,68,12,16,0,57,72,14,18,39,48,71,3,23,44,51,69
9,23,45,60,68,13,29,33,52,65,1,24,0,58,70,10,16,36,47,62,5,25,31,46,67
14,16,45,51,75,8,22,42,46,67,1,28,0,47,63,6,17,34,53,74,4,30,37,57,64
5,18,42,52,73,15,26,44,53,68,12,29,0,59,66,8,22,41,55,72,14,19,39,47,64
2,26,40,49,65,9,22,34,50,73,10,16,0,54,66,11,20,36,48,62,15,25,43,60,64
7,30,33,47,66,2,21,35,56,67,10,28,0,51,75,13,29,39,49,65,14,17,38,55,70
1,27,33,59,61,12,23,32,47,64,4,30,0,49,74,13,18,37,57,70,15,21,41,58,71
7,26,42,55,69,8,21,38,49,62,3,24,0,48,66,5,25,37,46,61,11,16,31,52,63
9,30,32,58,71,14,18,35,54,69,15,19,0,52,72,5,20,31,56,67,2,17,34,60,73
13,18,43,51,75,1,17,40,46,69,7,26,0,54,74,15,24,41,53,73,11,19,45,55,70
10,19,41,60,62,3,29,39,57,71,9,28,0,59,69,6,27,35,51,61,12,25,45,56,65
1,22,44,56,67,8,19,32,47,72,13,25,0,50,68,10,20,37,48,61,9,23,38,51,74
6,28,44,52,73,11,18,37,58,75,12,23,0,51,66,1,21,31,53,61,14,16,36,54,67
14,21,43,55,75,4,24,42,58,64,3,30,0,46,68,8,22,40,54,72,2,27,38,59,70
3,17,31,50,73,1,29,33,57,63,13,20,0,58,65,6,27,41,48,62,2,16,42,46,72
2,16,40,51,66,10,24,44,52,74,15,30,0,49,64,6,19,45,56,63,3,25,34,53,72
11,28,32,60,61,10,26,36,53,75,4,29,0,55,63,15,27,34,50,69,5,18,33,59,67
3,23,35,60,62,7,24,39,49,65,4,16,0,51,64,1,22,34,46,61,5,20,37,54,72
14,17,39,52,74,2,20,36,47,68,7,30,0,46,61,10,29,38,55,71,12,26,37,49,73
4,21,45,47,63,3,29,37,53,67,9,23,0,52,69,2,17,43,50,70,13,18,42,56,64
14,25,35,48,70,15,17,44,57,71,4,24,0,51,64,8,26,31,47,62,13,18,39,59,66
5,20,40,49,73,8,26,36,56,75,13,16,0,60,71,3,19,41,47,72,12,18,34,57,69
14,25,32,60,73,1,28,37,51,75,10,16,0,55,67,11,23,45,58,72,6,21,43,49,68
14,28,32,53,67,13,27,36,55,75,1,24,0,48,74,9,20,31,52,65,7,22,44,54,66
8,29,39,46,62,3,21,34,56,65,1,18,0,54,70,13,19,38,50,73,10,28,33,48,68
9,22,42,57,61,1,16,45,59,69,4,25,0,55,65,5,21,38,52,71,14,30,33,58,63
9,29,42,57,74,15,16,40,60,64,5,27,0,58,68,12,21,37,56,61,6,17,32,46,66
11,20,38,56,62,2,23,41,48,66,6,18,0,59,74,8,29,34,49,67,7,22,44,51,72
8,19,35,53,67,13,29,36,50,61,1,16,0,58,71,2,24,41,54,63,6,27,43,59,72
12,30,33,50,67,6,23,36,46,64,2,18,0,55,65,10,25,45,51,70,7,26,42,47,69
11,26,35,60,75,4,17,40,48,62,12,20,0,53,66,2,25,42,59,64,1,28,36,49,61
9,24,31,52,68,10,26,41,56,75,2,16,0,46,69,5,20,37,47,63,3,28,35,54,73
3,17,41,49,61,14,30,36,58,69,12,22,0,48,74,15,20,43,50,75,13,21,39,51,70
1,22,43,52,71,15,18,35,49,70,7,23,0,57,64,5,27,32,46,62,6,24,39,55,63
8,28,39,51,68,9,19,34,54,66,15,27,0,60,67,3,25,33,47,69,14,18,31,53,74
14,22,45,60,65,4,23,44,59,62,13,25,0,56,64,9,26,38,52,73,1,16,33,51,71
14,23,32,51,70,6,24,42,58,69,11,17,0,56,66,12,29,40,52,72,4,19,43,53,65
8,27,31,59,75,11,29,36,50,65,7,30,0,48,62,3,16,38,57,66,5,20,34,46,70
6,21,38,57,63,4,29,32,49,64,9,27,0,54,61,10,23,44,50,72,13,26,40,53,68
2,29,37,58,67,14,22,45,60,62,1,16,0,50,66,10,18,40,48,70,8,24,44,47,68
3,26,42,59,63,15,25,45,53,73,7,30,0,51,75,12,18,41,60,65,11,29,32,55,61
14,20,31,56,70,7,28,44,52,73,13,19,0,54,61,15,24,33,46,62,10,30,35,58,72
2,21,34,49,64,1,20,39,59,74,5,29,0,47,63,7,24,36,60,73,4,30,45,56,67
4,26,41,49,63,3,22,37,58,71,2,20,0,55,69,12,17,40,57,64,7,16,39,52,75
3,26,37,46,72,15,27,42,48,75,9,30,0,51,67,10,17,43,47,68,6,16,33,53,62
8,21,36,56,61,6,17,33,48,74,14,22,0,50,65,9,23,41,55,62,1,25,39,51,66
13,19,44,51,70,12,25,38,58,63,8,22,0,57,71,5,21,45,60,72,6,20,35,47,69
7,27,33,52,66,14,18,37,60,65,3,29,0,46,75,9,19,35,54,71,5,23,40,53,64
10,27,41,59,73,5,24,35,49,66,11,30,0,58,72,4,22,32,48,69,8,16,38,54,65
1,19,38,54,68,13,17,43,56,75,8,24,0,55,64,2,28,31,57,74,11,21,32,60,66
12,16,39,47,68,14,30,37,49,73,15,23,0,56,71,11,29,34,54,62,8,22,40,50,70
7,29,36,52,73,2,23,38,57,61,10,18,0,46,67,6,17,42,56,71,14,20,43,50,72
2,26,41,47,68,14,24,44,51,64,5,27,0,53,67,1,28,36,58,70,13,29,43,49,63
15,30,34,55,71,1,20,31,52,69,9,16,0,53,63,7,17,36,48,73,12,25,44,60,74
7,18,45,47,74,8,21,43,46,68,4,30,0,50,69,2,25,32,59,62,15,24,33,58,61
12,22,42,51,61,3,24,33,57,62,13,29,0,55,67,15,26,41,60,72,9,19,40,49,65
9,16,39,48,65,4,20,33,57,74,1,26,0,46,64,6,28,38,50,70,3,23,35,49,73
10,22,43,47,69,1,27,39,54,61,3,23,0,53,75,7,21,40,52,66,6,26,36,55,63
8,29,37,58,63,11,25,44,48,72,10,24,0,59,66,9,27,45,50,64,6,17,35,52,62
6,28,41,57,67,14,16,45,49,68,5,20,0,56,75,11,22,31,52,61,1,19,34,59,65
5,30,38,47,65,6,22,34,48,71,4,19,0,52,66,3,18,40,46,64,12,25,32,60,62
13,21,36,60,74,2,18,40,54,69,14,19,0,58,72,10,17,42,49,65,6,25,43,56,70
2,25,31,51,67,11,23,39,55,66,5,26,0,53,70,9,16,41,46,75,12,17,35,47,72
1,19,43,48,71,8,27,44,59,74,13,29,0,57,61,15,20,36,51,69,5,17,31,47,64
5,27,44,54,73,10,30,32,55,74,7,28,0,59,70,13,21,42,51,68,11,24,33,52,71
2,23,45,56,70,7,30,37,50,72,14,20,0,53,75,15,26,32,58,63,3,24,34,47,62
4,18,33,59,75,7,26,40,57,64,3,24,0,49,66,15,28,38,54,62,9,16,36,58,67
3,21,40,55,61,15,27,41,54,65,6,29,0,51,69,10,18,34,50,73,8,22,33,48,75
13,23,45,59,67,12,30,40,56,73,9,22,0,60,70,8,19,43,54,66,1,24,39,46,63
14,21,32,48,68,7,23,44,46,67,2,29,0,56,74,5,18,37,49,66,9,26,43,52,61
11,25,38,52,64,3,28,37,55,70,5,21,0,46,62,15,20,43,47,73,4,29,35,50,69
7,20,37,54,65,14,17,31,60,75,6,27,0,48,66,12,22,36,49,74,10,23,42,53,72
10,16,41,50,70,15,18,35,53,64,6,17,0,58,75,2,26,44,52,71,13,25,39,57,69
11,30,33,47,65,9,29,34,46,62,6,17,0,57,71,5,26,39,56,67,1,25,31,54,64
12,23,43,60,74,3,16,38,47,67,8,27,0,51,72,4,19,31,52,64,2,28,41,56,68
14,22,40,58,63,3,20,36,57,68,12,21,0,49,70,4,18,45,46,74,11,17,41,47,61
4,24,38,59,63,10,25,34,50,69,7,19,0,51,65,9,29,42,58,68,13,30,35,54,74
12,24,39,49,75,3,28,32,56,62,13,22,0,51,61,6,19,42,48,64,4,26,45,53,71
1,23,36,51,73,2,19,43,53,71,5,30,0,54,72,3,24,33,46,61,15,20,39,55,63
3,30,37,55,75,2,18,41,49,69,8,29,0,50,66,9,17,40,51,65,14,28,35,60,61
1,18,39,60,66,7,26,37,59,64,10,23,0,55,62,5,28,44,58,65,13,21,42,47,68
8,27,38,54,65,9,26,35,46,73,6,16,0,58,61,15,18,45,52,66,11,24,36,48,63
13,20,32,50,62,1,17,44,52,67,10,24,0,53,70,15,30,36,57,69,14,18,31,56,75
15,26,33,56,70,6,28,34,47,66,11,17,0,50,72,5,22,39,46,62,4,25,43,59,73
11,29,41,59,72,8,22,45,60,71,12,30,0,57,64,15,21,37,48,75,5,16,34,53,74
4,19,31,48,67,14,25,44,55,71,11,27,0,49,62,3,21,35,47,73,9,23,39,52,65
6,28,38,58,66,13,27,33,54,70,14,23,0,57,64,8,25,42,49,68,2,29,43,48,71
10,20,40,56,74,12,27,45,60,67,2,21,0,51,73,7,28,31,54,61,5,24,35,59,66
13,23,34,55,69,4,18,39,52,64,10,29,0,46,63,7,16,38,57,70,11,19,36,49,74
6,27,33,60,70,8,22,43,47,75,7,24,0,50,62,12,30,35,55,63,1,29,44,48,61
7,30,32,56,65,2,16,34,60,72,15,26,0,49,68,4,28,42,54,67,9,27,37,50,71
3,22,37,55,64,15,16,38,54,69,1,25,0,60,73,12,23,40,52,66,4,17,45,50,61
10,22,40,51,62,15,27,41,48,75,6,20,0,57,69,14,28,44,58,70,3,18,36,53,73
4,26,43,48,73,10,17,34,53,68,5,30,0,59,61,1,25,39,49,63,8,28,31,51,72
3,21,40,47,64,12,30,42,48,72,8,19,0,46,73,10,24,32,58,65,13,16,39,56,74
9,26,38,50,68,11,20,41,60,69,14,18,0,47,67,4,24,44,49,62,8,21,36,46,61
13,23,31,51,74,1,26,33,49,65,2,22,0,58,61,11,18,35,55,75,14,25,32,54,73
7,17,41,58,64,5,19,44,49,75,13,20,0,56,71,6,29,37,53,65,11,26,40,52,72
5,18,33,57,64,9,19,38,46,70,6,21,0,60,67,12,22,37,59,74,15,27,39,50,65
14,17,44,57,68,6,21,34,52,63,1,19,0,56,69,5,23,32,51,71,2,30,45,54,66
7,16,34,53,64,2,20,37,57,62,3,24,0,59,63,11,19,33,51,67,4,25,43,60,75
7,29,40,58,66,8,24,45,59,63,13,23,0,49,70,15,28,42,47,62,1,18,33,50,68
15,16,35,55,62,10,17,44,49,66,1,21,0,50,72,7,26,40,54,74,12,22,36,48,71
1,28,42,51,74,12,27,41,53,73,2,22,0,52,75,8,25,38,56,66,9,30,34,46,67
3,24,32,47,72,12,26,31,55,63,2,22,0,48,61,6,17,39,56,62,11,27,42,59,70
9,16,36,48,71,5,25,37,57,61,15,20,0,49,68,7,27,41,54,73,14,23,42,51,64
4,29,31,53,68,10,22,35,60,75,9,20,0,48,67,6,24,45,52,61,8,26,38,50,65
10,25,33,53,61,13,30,34,51,72,11,18,0,50,62,5,17,41,46,69,6,16,32,47,74
1,19,33,55,64,6,27,38,57,65,3,26,0,49,71,5,29,41,59,70,8,25,43,58,69
14,27,45,60,66,11,16,36,46,63,12,21,0,58,65,7,26,39,56,64,9,28,38,55,68
13,28,44,58,67,4,21,35,47,75,10,25,0,56,69,2,17,43,52,63,15,20,40,51,70
8,19,44,50,65,11,22,34,54,68,12,16,0,57,62,3,18,37,52,70,13,20,42,49,75
4,23,40,60,73,5,26,37,47,67,8,24,0,55,62,1,19,39,57,71,14,30,36,52,75
7,18,31,56,66,8,28,45,59,71,10,30,0,52,64,2,25,33,54,72,13,29,36,48,69
9,27,42,50,69,6,17,45,56,72,3,20,0,59,63,2,22,44,57,74,7,24,32,46,64
12,28,31,55,70,11,21,42,59,72,15,29,0,53,61,9,22,45,51,73,1,23,41,60,62
4,27,31,58,75,12,22,39,51,72,6,18,0,48,73,1,30,38,49,63,13,17,43,54,71
7,26,32,51,74,14,28,41,54,73,3,21,0,52,68,13,24,34,57,72,10,23,44,53,67
8,17,41,49,68,11,16,35,58,61,6,29,0,48,73,9,30,39,47,66,10,20,37,56,67
12,25,42,49,67,15,23,41,46,69,5,27,0,57,64,3,29,43,58,65,14,21,38,60,63
3,27,40,55,74,1,19,34,46,68,15,22,0,48,67,7,21,37,59,69,5,18,31,54,71
13,30,38,52,65,2,27,33,53,73,5,17,0,49,70,11,16,36,59,68,9,28,44,57,75
14,16,39,50,64,1,24,45,54,73,12,25,0,53,62,8,20,43,59,68,2,30,35,46,70
3,29,31,47,65,2,24,37,50,71,4,18,0,58,64,6,28,32,57,68,15,26,40,51,61
4,18,36,58,63,3,19,40,50,66,8,23,0,60,62,11,17,34,49,61,1,25,45,52,67
9,25,32,50,69,4,26,43,47,72,10,27,0,46,74,5,20,35,53,70,11,29,44,48,63
13,23,31,56,62,5,22,43,48,72,12,16,0,50,75,10,18,37,60,64,3,24,42,51,66
8,19,41,55,61,5,24,33,50,62,13,28,0,54,69,7,30,31,58,70,14,29,38,48,63
11,19,35,56,74,15,21,32,52,67,7,26,0,60,75,9,17,43,57,68,8,28,42,46,62
7,30,44,59,64,4,22,39,51,71,13,23,0,52,66,12,20,40,55,70,1,21,33,47,72
13,18,37,56,63,2,26,45,59,75,14,23,0,46,70,6,29,41,60,73,1,19,32,48,71
10,20,41,55,73,3,17,42,47,74,14,28,0,54,66,8,16,40,60,65,4,27,34,57,71
10,29,41,49,63,8,16,36,50,67,15,27,0,53,65,7,30,39,59,64,4,22,31,60,68
6,23,31,46,74,1,21,35,48,61,5,25,0,49,71,9,16,39,54,69,7,24,37,51,67
10,30,45,48,65,2,25,39,56,68,12,17,0,60,62,11,18,33,58,71,9,20,32,55,64
12,27,36,59,66,6,19,42,57,67,5,28,0,52,69,4,25,38,55,71,15,18,33,49,75
4,26,32,58,72,9,17,36,50,70,3,29,0,51,61,10,30,41,53,74,6,23,43,54,75
11,18,32,52,63,12,28,43,47,61,14,27,0,50,72,8,24,44,49,74,13,22,40,58,73
11,24,45,50,70,7,17,37,57,67,4,25,0,55,64,1,16,34,52,62,8,22,38,56,73
1,26,38,50,72,13,25,42,59,62,3,17,0,46,66,5,20,39,53,63,4,21,31,51,65
5,29,35,54,68,6,17,33,56,75,1,27,0,50,63,14,19,37,60,64,8,23,32,52,69
15,20,43,57,73,5,19,40,58,69,2,23,0,46,71,14,24,45,51,70,3,16,34,55,68
4,17,45,57,62,11,16,44,59,61,10,21,0,49,68,13,19,41,47,66,15,22,35,48,69
3,29,36,60,74,15,22,44,47,67,10,18,0,53,65,12,17,37,46,75,7,27,31,56,62
15,25,33,47,70,2,28,36,54,72,9,30,0,48,71,14,26,44,51,67,13,21,40,57,63
12,26,33,49,75,4,30,44,46,64,6,28,0,55,73,11,16,41,52,65,3,19,34,60,66
7,29,42,48,75,9,23,45,59,62,2,26,0,50,71,10,24,41,51,64,5,30,44,56,65
10,20,38,60,73,11,18,32,47,63,8,21,0,58,75,9,28,39,53,61,3,24,41,57,69
12,28,41,53,61,6,18,34,50,70,7,22,0,59,63,1,25,36,52,65,13,19,40,48,68
13,17,43,49,65,8,24,35,56,74,9,22,0,53,67,2,20,45,55,66,12,26,33,57,63
5,26,38,47,69,7,25,39,49,64,6,22,0,46,72,3,29,31,51,68,14,27,34,59,63
11,30,37,56,75,14,22,42,59,70,8,18,0,50,65,4,16,34,55,63,10,20,35,47,72
5,18,33,60,74,12,23,43,58,68,15,24,0,55,62,14,21,44,54,61,9,19,39,50,70
1,28,35,55,67,13,29,42,48,69,10,23,0,54,64,15,24,41,53,72,11,17,31,60,66
2,19,31,46,71,11,18,43,48,69,7,20,0,51,67,10,16,32,49,74,6,25,45,57,70
2,29,43,56,73,4,30,32,58,62,10,17,0,52,72,12,27,40,57,75,6,23,39,49,68
10,24,43,55,75,8,21,36,60,65,5,25,0,47,71,1,29,37,52,74,3,27,44,59,64
7,30,37,46,69,15,22,42,53,65,8,25,0,54,71,9,21,45,57,66,11,29,34,58,62
8,16,38,54,72,13,27,37,52,70,2,18,0,50,62,7,28,32,51,68,1,26,39,53,67
13,20,33,53,69,7,24,41,51,74,8,19,0,47,73,12,28,40,46,62,3,23,44,56,63
13,25,35,49,67,4,17,31,58,74,3,30,0,51,61,12,27,36,46,63,14,21,38,60,66
6,30,34,51,66,3,19,35,48,72,4,26,0,59,64,9,29,37,57,75,13,18,41,50,73
13,24,34,59,69,14,16,44,56,68,4,21,0,47,70,10,30,42,53,61,2,22,32,48,72
6,22,41,52,61,7,25,40,58,67,4,19,0,50,74,11,28,37,49,65,5,26,36,54,73
14,26,43,47,68,15,18,34,60,71,7,29,0,49,70,12,23,31,54,61,10,28,41,55,65
9,23,39,46,69,1,26,38,59,61,4,20,0,55,72,5,27,33,54,64,15,17,45,48,66
11,16,44,49,73,12,23,33,58,71,3,24,0,53,67,1,27,39,55,75,2,30,34,50,66
1,22,45,59,62,11,29,31,56,66,14,19,0,48,74,8,20,42,58,68,2,28,37,60,71
1,20,39,52,62,10,21,40,60,64,7,29,0,59,65,2,23,36,53,63,6,17,41,57,66
12,25,42,55,64,4,16,43,57,70,8,26,0,60,73,9,20,44,49,67,15,22,35,51,62
3,21,43,58,72,15,28,32,51,69,5,25,0,53,68,13,16,40,46,63,12,19,36,54,66
2,27,41,51,69,9,19,43,50,71,5,26,0,47,74,13,17,42,49,67,10,18,45,48,75
6,25,34,56,70,10,22,37,48,62,12,30,0,46,67,14,24,38,55,69,8,19,32,52,63
5,25,33,54,65,6,24,35,47,67,8,18,0,59,61,11,27,43,58,64,7,22,40,52,66
13,24,44,49,74,4,18,37,54,72,1,23,0,60,62,5,26,31,51,73,7,28,33,53,63
13,22,45,48,74,7,29,39,60,70,4,30,0,50,73,14,20,32,47,61,9,16,38,52,65
3,30,35,51,62,2,21,31,57,65,6,24,0,56,67,9,27,45,50,68,4,16,41,58,66
1,19,33,48,69,11,26,39,59,72,15,28,0,56,64,8,30,42,57,63,7,29,32,58,71
10,19,31,53,64,3,23,44,47,68,6,18,0,55,66,14,20,38,58,74,1,25,36,50,65
2,24,35,55,61,8,17,45,58,64,15,18,0,57,73,10,20,32,53,75,4,27,42,46,70
11,22,36,56,63,9,21,41,59,67,15,27,0,49,75,13,26,38,46,64,12,23,34,54,65
10,17,39,52,71,9,28,44,56,63,5,22,0,47,69,14,21,43,60,68,15,24,40,53,66
2,16,44,48,70,3,29,43,54,71,12,19,0,52,74,13,17,33,57,68,6,30,37,53,72
1,19,40,48,68,4,28,43,50,64,5,25,0,51,75,8,18,45,46,61,3,22,41,60,62
4,29,40,58,73,13,24,33,46,62,10,21,0,59,69,3,26,44,54,66,7,28,34,55,67
13,25,36,57,61,5,26,32,52,71,11,16,0,51,75,2,20,40,54,65,9,18,42,50,72
15,19,31,46,71,13,23,37,60,65,7,30,0,56,68,5,24,45,51,73,6,27,39,58,62
11,25,37,49,63,14,16,35,58,69,8,27,0,47,67,13,29,43,56,62,3,17,45,55,65
1,21,45,47,72,4,23,33,53,70,11,27,0,50,62,2,24,34,52,69,12,25,38,57,66
4,28,37,48,72,9,24,44,51,64,14,20,0,55,74,8,23,39,47,68,12,18,36,59,73
15,22,32,47,74,10,29,41,49,73,7,19,0,57,61,3,20,36,59,70,1,17,33,50,65
5,26,31,46,64,7,30,32,57,75,10,21,0,53,71,1,25,35,55,70,8,27,37,59,67
14,21,39,56,68,10,30,32,59,70,2,17,0,54,63,12,28,36,52,74,6,16,38,60,75
15,19,39,46,66,9,22,38,59,61,5,27,0,49,63,3,28,42,48,72,4,30,40,53,62
6,29,31,48,69,10,18,41,59,65,13,25,0,55,72,8,22,33,57,63,2,23,42,60,68
14,21,32,47,71,9,20,43,52,68,6,26,0,54,61,15,22,42,58,66,8,29,45,53,73
6,19,37,58,74,3,29,44,54,61,5,21,0,48,67,11,24,33,53,75,7,18,34,49,69
4,30,41,56,66,5,23,34,51,63,1,17,0,55,65,8,19,35,50,67,13,16,36,60,64
14,17,34,50,62,7,20,43,46,69,6,18,0,58,71,4,30,45,51,70,11,27,44,59,68
11,23,32,48,71,2,16,33,52,63,13,28,0,51,73,12,21,40,50,62,5,25,31,58,61
14,27,45,53,62,10,17,35,55,74,15,25,0,50,65,11,19,43,56,72,9,29,31,49,75
8,24,39,56,65,2,28,38,57,70,11,22,0,47,66,12,19,43,46,67,1,25,37,48,73
3,24,32,54,69,15,16,41,51,74,1,19,0,59,70,12,21,31,60,64,2,26,38,55,71
9,18,42,46,74,3,29,40,49,69,5,28,0,56,65,4,20,35,52,73,13,30,38,57,61
11,22,44,52,63,13,23,42,57,74,2,17,0,60,71,6,24,40,54,75,8,27,45,49,72
