6,19,25,10,0,30,3,12,21
6,11,25,4,0,27,7,16,26
10,15,23,4,0,22,2,14,28
9,17,21,8,0,26,10,18,22
5,13,30,8,0,26,3,19,29
1,16,24,7,0,22,9,17,27
9,20,25,2,0,29,6,12,28
3,17,21,4,0,27,1,15,29
7,11,27,5,0,23,10,17,30
5,14,24,1,0,26,6,13,28
7,18,30,2,0,21,8,11,25
7,19,21,6,0,24,3,16,23
9,15,22,5,0,23,4,20,25
1,12,21,10,0,28,8,17,22
2,11,29,3,0,23,10,14,26
4,11,27,6,0,22,8,13,26
1,12,24,2,0,30,9,16,29
7,20,24,1,0,25,4,18,27
8,17,28,5,0,23,3,19,30
5,15,29,7,0,25,10,11,28
6,19,29,2,0,27,5,18,21
7,13,24,8,0,21,2,14,26
7,16,25,9,0,22,6,15,23
10,12,26,4,0,25,9,20,30
10,20,21,3,0,28,1,19,22
1,17,27,8,0,23,6,13,26
9,18,29,1,0,24,2,11,23
1,16,24,5,0,22,4,18,30
4,14,27,7,0,28,3,15,30
5,19,26,10,0,22,8,12,29
9,11,29,8,0,25,3,16,21
3,17,27,6,0,24,5,20,21
4,13,24,2,0,28,8,14,26
7,18,28,6,0,25,10,15,23
3,18,28,10,0,21,1,12,22
7,19,30,5,0,26,9,20,25
10,11,30,9,0,23,2,13,29
1,15,22,4,0,27,5,16,25
8,17,22,1,0,24,7,15,23
2,12,23,1,0,26,6,14,21
3,14,29,7,0,27,2,19,28
4,18,30,9,0,24,6,20,27
10,19,24,8,0,21,5,13,25
9,20,24,8,0,26,3,11,29
10,16,26,3,0,28,6,17,22
6,15,23,7,0,28,5,12,25
1,20,25,9,0,29,10,14,30
4,20,26,2,0,27,8,19,25
5,16,22,3,0,29,4,18,21
9,13,23,2,0,22,5,17,24
10,12,29,7,0,27,4,11,23
8,18,24,6,0,27,1,15,30
2,20,21,3,0,28,1,13,30
9,14,26,7,0,21,8,19,23
8,18,25,3,0,24,10,12,21
10,15,26,6,0,22,5,16,28
9,17,25,4,0,29,6,20,30
6,11,25,2,0,28,7,18,27
1,14,29,4,0,26,5,20,24
3,13,23,9,0,25,5,16,22
2,19,29,4,0,21,8,13,27
1,14,30,10,0,26,9,12,27
7,15,30,1,0,24,3,17,23
8,12,21,1,0,30,6,11,28
10,18,26,3,0,25,2,13,21
8,16,29,5,0,28,10,20,23
6,18,22,9,0,21,4,14,24
2,16,22,6,0,28,7,19,26
4,17,27,5,0,25,7,11,24
5,15,25,1,0,30,2,20,22
3,12,29,9,0,27,8,19,21
7,14,23,10,0,22,9,13,27
4,15,29,3,0,30,1,18,24
6,16,26,10,0,27,1,17,30
5,19,28,6,0,21,3,18,25
2,11,24,10,0,23,8,13,26
4,20,28,6,0,29,9,17,23
6,12,22,8,0,21,7,14,24
3,16,26,2,0,22,7,19,29
5,12,25,1,0,27,8,15,24
8,15,23,9,0,30,3,13,21
10,18,25,5,0,22,7,20,23
4,11,28,10,0,22,3,16,27
6,17,30,10,0,24,1,12,29
1,16,26,9,0,27,2,14,30
8,19,21,10,0,28,2,12,25
2,15,28,5,0,26,4,19,23
1,13,29,7,0,27,4,20,21
3,18,24,5,0,26,6,17,22
6,11,25,7,0,26,2,15,29
9,14,21,7,0,30,8,20,23
9,15,24,5,0,23,10,16,27
8,15,28,1,0,30,3,12,22
4,19,22,10,0,23,6,18,29
3,13,30,10,0,25,7,14,27
9,17,25,1,0,28,2,11,21
4,15,28,8,0,23,5,20,26
4,13,21,3,0,27,2,16,29
7,19,21,4,0,22,1,16,24
9,12,24,6,0,26,3,18,30
2,14,29,8,0,25,10,15,24
5,16,23,6,0,27,2,11,24
7,20,22,9,0,26,8,17,25
6,12,27,1,0,22,10,20,28
3,13,23,5,0,21,1,19,30
9,12,27,4,0,25,10,16,30
5,18,23,7,0,29,10,15,28
3,14,29,4,0,21,2,11,27
8,17,24,4,0,28,6,18,21
7,20,26,2,0,30,1,18,28
9,19,22,6,0,30,3,16,29
5,13,23,9,0,24,2,11,25
8,12,26,2,0,25,10,18,29
9,16,27,8,0,22,7,15,28
1,18,21,4,0,23,5,14,22
3,17,24,1,0,22,8,16,26
10,20,30,6,0,25,7,17,27
10,19,26,4,0,27,9,13,23
2,11,28,3,0,21,4,16,29
5,17,28,3,0,30,10,12,26
1,18,30,2,0,24,7,15,29
8,14,25,6,0,23,4,20,28
5,19,22,6,0,29,9,12,25
2,13,25,8,0,26,9,16,21
4,12,28,5,0,24,1,18,27
3,17,30,1,0,23,6,11,22
10,13,25,7,0,27,6,18,30
8,15,26,7,0,29,5,14,23
2,20,21,4,0,22,10,13,27
4,19,30,9,0,28,7,17,26
10,16,21,8,0,24,3,17,30
1,12,28,7,0,29,2,11,21
9,11,28,5,0,23,6,15,25
6,18,22,4,0,24,8,17,26
4,14,24,5,0,28,1,13,27
6,11,25,2,0,26,3,20,21
8,19,30,9,0,29,1,16,25
7,14,27,10,0,29,6,11,26
10,14,22,2,0,29,5,12,23
10,18,30,4,0,28,9,15,22
7,17,22,8,0,27,3,13,21
2,13,29,9,0,24,7,19,21
3,20,25,1,0,28,10,15,23
6,11,21,4,0,30,8,16,23
5,12,22,4,0,26,1,18,24
2,17,21,6,0,25,1,14,26
3,18,27,9,0,30,5,13,24
7,13,27,10,0,28,6,20,29
1,15,23,9,0,26,8,19,29
10,16,28,2,0,22,5,12,30
3,11,27,8,0,21,2,19,22
4,12,29,2,0,25,9,17,22
5,16,23,7,0,24,8,14,28
6,18,25,8,0,27,4,20,23
1,15,30,3,0,21,10,13,29
5,20,28,4,0,25,1,14,26
9,17,30,3,0,24,7,19,25
1,12,24,6,0,26,2,11,22
10,13,26,6,0,23,7,20,21
9,16,29,8,0,27,10,15,24
8,18,27,3,0,28,2,12,30
5,17,23,2,0,22,9,14,30
4,19,22,2,0,29,7,18,25
4,16,27,6,0,21,3,11,22
8,13,30,1,0,29,7,18,26
10,12,24,5,0,28,1,20,23
3,20,30,5,0,21,7,15,25
9,20,24,4,0,26,1,14,22
2,13,26,10,0,23,6,17,25
7,16,27,9,0,24,10,19,25
4,17,29,10,0,27,8,11,28
8,20,27,5,0,23,9,18,30
3,12,21,8,0,26,2,17,28
4,15,28,7,0,30,2,14,22
8,13,23,7,0,22,1,16,29
6,19,30,5,0,29,1,12,24
1,18,25,3,0,21,10,13,30
9,16,22,4,0,27,3,11,26
6,20,24,10,0,23,2,15,26
5,18,24,3,0,25,7,17,28
4,14,27,10,0,21,8,20,24
7,18,29,9,0,28,6,12,27
1,17,23,2,0,30,9,19,27
8,11,21,5,0,22,2,13,28
7,16,29,1,0,25,4,18,26
5,14,24,6,0,29,1,15,22
3,20,28,8,0,30,1,17,26
3,11,23,9,0,21,10,20,25
3,12,25,6,0,27,4,19,22
2,15,24,10,0,28,6,18,25
10,13,21,7,0,24,8,15,30
7,19,29,5,0,28,9,16,27
1,14,27,9,0,26,2,12,23
2,11,21,5,0,28,3,17,22
2,20,26,4,0,25,8,16,29
6,12,29,8,0,30,5,15,23
10,18,23,5,0,22,4,11,24
1,18,28,7,0,30,6,13,26
3,19,27,10,0,30,9,11,25
3,15,25,1,0,23,8,14,21
6,17,30,2,0,21,10,16,24
7,20,28,8,0,24,10,11,29
7,16,26,9,0,22,5,12,27
7,18,27,4,0,29,3,17,21
4,15,28,1,0,25,9,13,22
8,14,23,5,0,27,6,19,28
1,19,22,10,0,30,5,20,29
2,11,26,9,0,24,8,14,23
2,12,26,7,0,21,1,15,28
10,16,25,9,0,26,3,18,29
2,17,21,6,0,30,3,13,25
8,12,22,10,0,21,4,20,23
4,19,22,2,0,24,5,13,27
9,14,21,5,0,29,7,18,27
1,11,28,4,0,24,3,16,25
3,16,27,8,0,23,7,15,30
10,17,22,1,0,30,5,20,26
10,19,29,7,0,28,6,14,30
2,12,24,8,0,26,1,17,23
10,16,26,9,0,21,2,13,28
9,19,29,6,0,23,4,18,25
6,18,25,3,0,26,5,11,27
2,20,21,7,0,23,4,15,22
8,15,30,4,0,24,10,11,21
3,14,24,1,0,27,4,12,29
3,13,28,9,0,22,8,17,24
5,16,30,8,0,22,7,12,26
6,19,30,1,0,25,7,11,28
8,18,23,2,0,27,6,13,30
9,14,29,10,0,26,1,20,21
2,12,23,10,0,26,3,15,24
6,20,27,4,0,26,9,16,25
2,11,27,5,0,22,9,17,21
7,19,21,2,0,23,4,12,28
10,18,24,8,0,30,4,20,29
1,13,23,5,0,22,4,16,25
3,12,27,5,0,29,6,14,28
7,15,22,9,0,28,3,17,24
8,20,22,1,0,30,3,12,26
6,15,25,8,0,24,2,11,21
1,16,23,7,0,29,10,19,26
6,12,25,9,0,30,4,18,28
8,17,24,5,0,23,9,13,27
1,14,22,2,0,21,9,19,27
4,12,26,10,0,27,3,15,25
4,20,29,1,0,30,5,18,21
5,11,29,7,0,27,6,19,28
5,18,25,2,0,22,10,16,23
7,17,29,8,0,24,3,12,22
1,14,21,6,0,28,3,13,23
7,11,26,9,0,21,10,14,24
6,14,24,4,0,25,8,15,30
5,20,24,9,0,23,8,16,27
7,14,30,1,0,22,2,19,28
9,18,26,2,0,23,6,17,29
4,18,26,3,0,25,9,12,28
1,11,27,10,0,29,8,13,21
5,12,22,6,0,25,7,11,21
3,15,28,2,0,29,10,16,24
5,20,21,4,0,30,2,14,23
5,13,26,1,0,22,3,19,27
9,12,30,7,0,25,10,17,29
6,13,25,4,0,24,10,18,23
8,17,27,3,0,28,6,19,30
6,16,26,2,0,21,1,11,24
4,20,22,8,0,23,7,15,28
8,16,23,1,0,27,10,14,29
5,17,28,8,0,21,9,14,25
10,18,26,3,0,28,2,12,29
4,15,23,9,0,26,1,13,30
1,11,22,3,0,24,7,19,30
9,17,30,6,0,29,7,18,25
6,14,26,5,0,27,4,20,22
2,16,30,7,0,27,5,15,21
2,13,24,6,0,28,8,12,27
7,19,24,10,0,29,4,18,21
8,11,27,3,0,23,4,15,25
5,13,23,1,0,22,8,17,28
10,17,25,9,0,26,8,20,24
9,16,28,3,0,21,2,14,26
7,15,30,3,0,26,1,12,23
9,20,25,6,0,29,1,18,30
9,13,27,5,0,29,4,19,26
2,19,30,7,0,24,5,11,22
2,17,21,10,0,30,6,14,27
6,12,23,8,0,24,7,16,29
3,15,27,4,0,28,10,14,24
1,14,25,10,0,28,5,18,23
8,13,22,10,0,26,9,20,25
8,16,24,2,0,25,1,11,21
1,19,30,3,0,23,7,14,26
5,17,28,3,0,22,6,16,29
4,12,29,7,0,26,9,15,21
2,15,27,4,0,23,5,13,22
10,18,25,6,0,30,2,20,29
7,11,23,8,0,24,5,19,29
3,14,24,4,0,26,8,17,27
9,17,23,1,0,25,6,18,28
3,16,28,10,0,30,9,12,21
9,15,22,8,0,25,2,20,21
7,11,26,1,0,30,2,13,22
3,15,29,6,0,27,5,16,28
6,15,28,4,0,22,7,19,24
10,14,27,5,0,30,1,18,23
10,19,26,6,0,29,8,17,21
4,12,25,9,0,24,5,14,30
4,20,26,2,0,24,10,11,23
3,13,26,8,0,28,1,14,25
10,18,22,3,0,29,7,16,23
5,15,28,8,0,21,2,14,30
2,20,27,6,0,21,9,19,25
9,11,22,8,0,30,7,17,26
2,12,24,7,0,28,1,13,29
3,20,27,4,0,22,6,15,24
5,13,28,10,0,23,1,16,27
1,18,30,9,0,29,4,17,25
6,14,23,7,0,26,5,12,21
5,19,25,9,0,24,3,11,23
1,13,27,8,0,29,3,19,26
4,15,25,8,0,28,2,16,22
10,20,29,8,0,22,6,16,23
9,14,21,8,0,30,7,17,28
4,12,26,7,0,28,10,18,24
2,16,22,10,0,27,3,11,21
2,14,28,5,0,23,1,13,27
6,19,25,3,0,30,4,15,27
6,11,21,2,0,24,7,15,29
5,17,23,6,0,21,9,20,25
3,14,26,1,0,23,8,18,30
10,12,26,1,0,29,9,16,25
8,19,28,4,0,22,5,16,25
9,11,30,3,0,24,7,13,22
2,15,26,8,0,27,9,20,24
8,19,30,10,0,21,6,13,28
7,17,23,4,0,29,10,18,22
3,12,21,10,0,26,5,14,22
7,17,25,1,0,27,5,13,30
5,16,21,6,0,29,2,15,27
4,19,21,6,0,25,9,11,24
3,13,23,2,0,28,1,20,24
4,14,28,5,0,22,8,15,27
9,12,25,1,0,23,10,18,26
2,20,29,7,0,28,9,17,25
7,19,21,8,0,28,3,20,30
8,16,26,6,0,27,1,19,24
4,11,29,10,0,30,2,16,22
3,15,21,5,0,26,9,13,22
10,18,23,6,0,30,3,14,27
7,12,24,5,0,25,6,16,21
3,17,24,2,0,23,1,11,28
8,20,27,5,0,22,4,15,25
1,19,21,9,0,29,4,14,23
9,18,28,7,0,29,10,13,27
7,15,25,3,0,29,4,16,26
6,11,24,8,0,26,1,12,30
5,19,30,10,0,25,2,11,28
9,16,23,2,0,22,8,17,26
4,20,21,2,0,28,6,14,22
8,13,21,3,0,27,10,11,26
1,15,24,7,0,28,5,18,23
6,17,30,9,0,22,3,18,29
9,12,27,1,0,23,4,17,25
7,14,24,10,0,21,9,19,25
2,16,30,3,0,21,7,20,23
8,17,29,7,0,25,6,13,26
8,19,28,5,0,27,4,11,30
9,15,24,2,0,27,5,16,22
6,13,23,2,0,22,1,18,26
3,11,29,10,0,28,8,12,21
7,20,28,1,0,24,5,14,26
10,18,22,4,0,30,2,19,25
9,20,26,4,0,27,3,17,21
5,14,24,10,0,23,6,16,29
3,14,23,7,0,25,2,15,21
6,13,26,9,0,25,8,11,29
9,19,23,1,0,30,10,12,28
5,17,22,8,0,27,4,14,24
1,16,30,3,0,21,6,18,24
5,20,27,2,0,30,9,13,29
1,20,29,7,0,28,5,19,22
10,11,26,8,0,28,3,15,24
2,13,27,4,0,25,10,12,28
10,11,23,6,0,26,5,17,22
9,18,25,7,0,21,3,14,23
6,12,25,4,0,22,7,16,30
8,12,29,2,0,25,1,20,24
1,19,27,4,0,24,9,15,23
5,17,26,3,0,30,4,13,21
1,14,28,6,0,30,3,11,23
10,11,26,1,0,29,7,16,27
10,18,28,8,0,29,9,17,22
5,19,27,7,0,25,2,12,28
10,20,21,2,0,24,3,18,22
6,15,25,2,0,23,9,13,21
8,17,25,7,0,22,4,14,30
8,11,28,2,0,24,1,19,26
1,15,22,5,0,23,9,16,26
5,12,24,6,0,25,10,14,29
4,16,27,3,0,23,5,18,24
1,20,29,7,0,27,10,17,21
6,16,30,8,0,27,3,13,26
7,12,29,5,0,22,2,19,28
7,18,29,9,0,30,3,11,23
4,20,25,2,0,27,9,15,28
7,14,22,4,0,24,8,17,21
1,13,22,6,0,25,2,15,30
2,16,25,10,0,21,8,19,23
10,12,22,5,0,26,9,18,23
3,11,23,4,0,24,10,20,28
8,17,29,5,0,27,1,12,24
5,14,26,6,0,21,4,19,29
7,13,24,10,0,26,6,20,30
7,16,22,2,0,29,3,15,28
1,18,25,3,0,28,9,19,26
8,15,29,4,0,30,7,12,23
6,11,28,9,0,27,8,17,30
10,12,25,1,0,21,2,14,24
9,13,22,10,0,26,5,19,27
9,18,28,4,0,23,2,20,21
8,14,23,3,0,24,10,16,22
6,15,29,3,0,27,4,20,21
10,17,30,7,0,22,6,19,25
6,19,29,1,0,26,5,11,24
5,20,25,2,0,23,3,12,27
3,13,25,1,0,29,9,14,28
8,15,30,9,0,26,7,18,21
5,11,30,7,0,29,4,16,23
4,12,27,1,0,26,10,14,22
8,17,24,6,0,28,2,11,27
10,19,22,5,0,21,8,20,28
4,16,25,8,0,21,3,18,24
6,12,23,9,0,24,4,13,22
1,15,27,2,0,21,7,19,29
6,14,27,5,0,25,3,17,30
10,19,28,7,0,26,6,13,25
9,12,21,5,0,23,1,11,26
8,16,26,9,0,30,7,20,24
4,18,22,2,0,30,5,13,29
1,14,29,10,0,28,4,16,24
3,17,23,9,0,28,2,15,30
1,19,26,8,0,22,6,20,27
10,12,21,3,0,22,8,20,25
4,11,22,7,0,23,3,17,24
3,18,27,5,0,21,6,15,30
7,13,25,2,0,27,6,14,29
4,15,23,9,0,25,6,16,26
9,20,28,5,0,21,1,17,26
2,12,30,4,0,25,8,19,24
10,11,21,2,0,29,1,20,24
9,18,30,3,0,28,2,13,22
10,15,22,7,0,26,5,20,27
8,16,29,6,0,23,10,14,30
3,13,27,4,0,24,10,16,23
8,17,25,1,0,22,3,12,21
7,19,28,6,0,25,1,18,29
2,13,26,6,0,23,5,11,25
9,14,21,5,0,30,1,15,26
2,20,24,7,0,28,4,12,26
2,19,30,1,0,25,10,16,27
3,18,24,9,0,22,2,17,29
4,18,29,5,0,27,8,15,21
6,14,29,8,0,23,9,13,30
5,11,23,7,0,28,3,12,21
10,18,27,3,0,22,8,20,26
1,18,21,7,0,22,6,19,25
7,17,24,9,0,23,10,16,27
5,15,22,6,0,30,2,20,28
4,14,26,1,0,28,9,17,29
8,13,30,1,0,24,2,12,25
6,13,27,4,0,25,10,11,28
2,19,24,3,0,29,4,16,21
4,13,22,7,0,29,8,18,23
5,14,30,9,0,26,8,20,23
9,15,21,6,0,26,3,17,27
10,16,22,1,0,25,5,14,21
7,17,24,1,0,28,3,12,23
9,17,29,2,0,27,7,11,30
9,19,28,1,0,26,4,18,22
8,13,28,10,0,30,2,12,21
4,11,24,5,0,27,6,20,22
3,14,25,4,0,29,10,15,28
2,16,26,1,0,24,6,19,25
7,15,23,8,0,29,5,16,22
5,17,23,3,0,21,9,16,27
7,18,30,6,0,25,10,12,22
1,20,21,7,0,24,3,13,29
2,17,23,4,0,24,7,11,28
1,12,27,9,0,26,8,14,28
3,15,30,2,0,21,8,19,26
1,16,21,4,0,22,5,11,28
9,18,25,10,0,29,4,13,28
8,14,22,6,0,24,4,15,26
5,20,23,8,0,29,7,18,26
5,16,23,10,0,22,2,17,27
3,19,21,6,0,23,9,12,25
6,15,24,10,0,30,7,11,25
2,20,30,7,0,29,1,13,22
1,17,24,8,0,23,9,14,28
2,18,26,3,0,25,4,19,27
4,12,27,5,0,28,1,14,30
4,16,29,9,0,25,10,15,28
8,20,27,2,0,21,6,16,29
8,11,28,7,0,26,4,12,22
9,13,26,5,0,23,7,17,30
9,18,24,3,0,22,6,17,27
10,19,25,3,0,21,1,20,24
7,11,22,10,0,30,6,14,29
2,12,26,1,0,29,7,15,24
4,17,28,2,0,21,3,16,23
5,11,28,8,0,24,10,16,30
4,16,30,1,0,27,9,13,25
1,19,23,6,0,25,8,18,22
3,13,21,8,0,29,7,20,27
7,15,26,5,0,23,4,14,27
6,17,26,9,0,25,5,12,28
8,11,24,2,0,21,9,17,25
10,13,30,6,0,26,3,14,22
10,16,27,2,0,22,1,18,24
2,12,29,6,0,30,7,19,23
1,15,24,3,0,23,5,20,28
4,11,30,9,0,27,3,13,28
4,19,21,10,0,22,8,17,23
9,14,29,10,0,27,7,11,25
4,20,29,1,0,21,6,16,26
5,11,25,4,0,26,2,18,23
7,15,25,8,0,28,3,12,21
6,14,30,3,0,26,10,12,24
2,13,24,1,0,22,8,17,29
