4,20,29,37,2,21,35,45,9,13,34,47,8,15,30,38
4,21,25,44,10,14,30,48,7,18,36,39,6,20,28,47
12,24,34,44,3,18,26,37,5,16,27,46,7,23,29,39
3,24,32,39,2,19,33,38,10,13,35,45,8,18,31,44
5,20,26,43,10,16,28,40,3,22,33,38,6,14,36,41
1,17,32,42,4,22,29,37,11,21,26,38,10,13,25,43
2,18,25,42,9,19,31,40,7,17,33,47,1,15,27,39
1,15,30,43,8,16,36,48,11,14,32,46,9,24,29,38
12,23,36,42,6,19,28,38,4,15,35,46,8,14,34,39
1,20,27,44,12,17,26,41,2,21,35,45,10,23,31,37
4,20,35,40,5,24,32,48,2,15,27,45,3,21,36,47
7,18,30,41,4,13,32,42,11,22,34,39,9,20,31,44
5,18,33,44,8,23,26,42,6,15,30,48,2,13,25,43
12,16,29,45,10,22,27,44,5,18,36,46,11,17,33,39
9,22,32,48,10,14,34,45,6,19,27,41,5,17,28,38
3,13,26,47,1,19,27,46,8,24,29,37,12,15,25,44
7,17,35,48,3,21,28,40,11,19,31,43,6,24,29,39
10,17,33,38,8,14,35,40,4,13,30,37,2,20,36,43
1,16,26,45,3,23,25,42,10,22,35,46,7,15,32,38
12,14,25,46,4,18,28,41,9,24,36,43,10,19,31,47
8,21,33,43,7,20,34,47,9,18,28,44,5,16,36,40
7,20,27,48,1,21,32,44,6,15,31,39,2,22,33,38
12,14,28,41,11,24,27,45,7,23,29,42,2,20,30,39
3,17,35,42,5,22,33,37,9,24,31,39,2,13,25,46
11,15,30,45,5,16,26,48,12,18,34,47,6,13,28,39
10,15,27,38,7,19,34,41,4,23,25,44,11,17,36,40
11,18,32,43,3,16,33,41,6,22,29,39,8,19,35,48
6,23,35,42,1,13,28,40,9,19,36,48,11,21,30,41
12,16,35,37,8,14,32,46,6,20,34,45,1,17,31,38
3,20,25,38,8,24,28,43,4,19,29,44,2,21,31,45
10,15,26,41,4,21,29,40,5,14,35,39,9,16,27,47
8,22,30,43,5,14,33,40,4,23,31,46,7,18,34,44
2,23,25,43,3,14,32,40,6,24,30,47,1,13,27,45
2,21,29,42,11,22,27,48,12,15,31,45,7,18,36,37
12,18,36,46,4,24,34,38,2,13,33,42,9,17,35,48
12,23,32,44,10,19,26,37,8,17,36,42,9,20,28,43
3,19,30,39,7,15,28,46,11,16,32,44,5,20,31,41
6,19,33,40,9,22,25,38,1,20,26,47,5,18,31,48
10,16,35,42,8,23,30,38,11,19,34,37,3,14,29,41
3,24,29,39,8,20,27,45,9,21,34,46,1,22,33,37
5,17,29,48,2,13,35,39,6,14,25,37,4,22,26,43
4,14,36,47,6,22,34,44,8,20,32,40,12,15,30,39
4,21,34,45,3,19,29,46,7,13,28,38,12,14,31,40
5,21,26,37,11,15,36,46,8,18,34,47,2,23,27,43
5,16,27,41,12,23,31,42,4,24,36,39,10,20,35,48
1,15,33,42,11,24,29,43,9,18,32,48,4,17,30,40
1,13,30,47,6,18,28,41,7,14,25,38,3,24,35,43
5,21,32,46,10,16,31,44,9,23,35,38,6,22,29,47
2,15,35,48,3,13,32,46,10,16,26,45,8,19,33,47
11,24,28,37,7,19,27,47,9,20,35,40,12,17,34,41
2,20,36,39,6,17,25,37,7,13,35,44,4,18,33,45
5,14,26,42,12,17,25,47,11,22,32,38,3,20,28,48
5,22,30,43,12,24,25,45,9,20,26,40,1,21,27,39
12,18,29,47,7,15,28,44,2,23,31,43,1,16,34,45
5,23,28,37,8,24,31,42,10,16,25,39,4,19,33,46
2,19,36,41,4,22,31,43,3,17,27,42,9,23,32,37
3,13,30,43,11,18,27,48,6,19,32,38,1,24,35,40
9,20,31,41,10,16,29,44,4,14,26,46,12,24,35,45
8,24,31,37,9,14,30,44,2,21,29,48,5,18,32,47
12,19,30,38,3,15,31,39,10,21,25,43,7,17,34,42
7,20,28,41,6,23,33,38,2,13,35,43,5,21,36,44
8,18,28,42,9,22,26,40,7,20,36,44,3,16,27,38
11,15,36,48,1,17,29,38,10,22,33,39,5,24,27,37
8,15,33,46,4,13,30,45,11,22,29,48,9,19,25,43
10,22,27,39,1,18,32,41,6,14,26,42,7,23,34,47
11,23,33,40,7,16,31,43,12,24,34,46,5,15,27,44
10,14,29,39,2,21,35,43,4,20,27,40,11,19,28,48
11,13,35,48,12,20,31,37,6,18,32,40,3,15,26,41
6,19,30,44,11,24,36,45,8,23,34,38,2,17,32,47
7,15,29,45,9,18,25,39,12,23,32,43,1,21,35,37
7,17,31,40,10,16,29,48,3,22,35,42,2,23,30,46
5,19,28,47,9,23,33,40,3,13,26,41,8,16,29,44
6,18,34,48,8,20,27,37,3,17,36,38,4,14,28,42
2,24,29,46,9,16,33,38,12,13,27,45,8,14,32,39
11,13,33,43,1,17,25,45,8,19,26,42,10,20,27,41
8,24,30,48,5,15,35,47,4,17,26,39,7,21,27,44
12,18,27,39,1,22,36,42,2,17,31,41,6,24,26,46
5,23,33,40,12,20,35,44,7,16,34,42,11,24,25,38
3,23,34,47,11,20,30,44,10,22,31,37,12,13,28,43
9,22,32,44,1,21,25,46,4,14,26,37,10,23,29,41
10,18,33,47,4,15,30,45,11,19,29,38,6,24,36,40
6,13,31,42,12,21,25,44,10,14,35,48,8,18,30,45
11,14,36,39,2,19,27,38,5,17,34,37,3,22,32,40
7,21,36,48,2,16,27,40,12,20,29,37,4,14,28,41
9,13,30,45,7,17,25,43,2,22,26,40,6,15,33,44
5,13,30,40,7,23,35,44,1,18,27,46,3,19,32,48
8,21,36,48,3,13,31,47,1,16,33,39,9,24,26,38
3,20,34,41,7,23,36,39,10,17,33,42,8,15,35,37
1,19,25,46,11,21,33,38,12,23,27,43,2,20,36,44
5,14,32,41,8,16,25,47,3,18,28,46,4,19,29,45
4,18,29,40,3,21,33,42,1,22,35,45,6,17,28,37
10,16,30,44,11,23,28,41,12,24,32,47,5,20,26,48
9,13,31,43,5,20,25,42,2,15,27,48,10,24,35,38
11,19,34,47,7,20,27,39,12,17,28,40,8,22,31,45
10,14,31,42,6,15,36,40,7,21,32,44,2,24,30,41
7,15,35,38,1,23,33,45,2,18,30,40,8,16,26,46
2,16,26,39,12,20,30,48,4,21,27,45,3,14,29,37
9,17,29,39,10,24,26,43,8,13,32,40,12,19,33,44
10,13,33,46,5,21,36,47,6,18,25,48,4,20,34,37
1,14,34,39,6,16,28,43,2,22,26,46,11,19,29,42
1,21,31,37,9,22,29,38,8,17,33,48,11,15,34,41
7,23,31,44,3,20,32,38,12,19,33,45,9,21,35,41
2,22,27,46,7,24,30,40,9,20,25,37,5,18,32,43
11,24,25,37,3,16,35,47,6,14,31,41,4,17,34,39
11,13,36,43,10,23,27,37,8,16,33,41,4,19,28,42
8,15,32,38,3,18,26,40,2,22,30,42,11,14,35,44
2,15,29,39,1,18,30,47,7,21,25,44,12,16,33,48
5,13,27,38,7,21,34,45,8,17,30,40,4,23,28,46
9,20,28,44,8,16,29,47,10,23,35,42,6,18,32,46
12,22,31,45,5,23,26,47,7,16,25,42,6,24,36,43
2,24,27,44,7,13,34,46,3,19,26,37,6,15,33,41
10,14,35,38,2,21,27,39,1,13,25,43,11,20,28,47
2,19,36,38,6,17,29,42,1,20,34,43,9,23,25,48
4,13,31,44,11,18,30,41,9,24,36,40,5,22,27,39
4,20,34,37,8,16,33,39,3,15,32,38,10,13,25,40
12,18,27,43,8,14,29,41,11,15,36,45,2,23,26,44
3,19,26,47,4,21,30,46,7,23,36,37,1,14,32,43
5,13,28,37,6,22,34,41,10,17,36,48,11,14,35,42
7,17,35,48,10,24,33,38,12,15,28,41,4,21,31,45
12,24,29,44,1,15,30,43,9,16,28,39,7,23,25,37
6,21,32,46,5,20,35,44,3,15,26,47,12,18,33,40
3,22,33,39,6,17,27,45,8,16,35,48,2,18,29,42
2,19,32,39,10,24,31,41,1,14,29,47,11,20,26,38
1,18,36,38,4,23,32,40,12,13,34,44,6,22,31,45
9,13,28,42,11,19,30,45,2,21,33,43,5,18,26,46
10,17,33,37,7,22,30,48,8,20,25,47,1,19,35,44
2,20,27,47,4,15,28,41,3,23,36,44,7,13,26,43
3,19,34,48,1,18,31,47,6,14,30,43,9,16,29,46
4,24,27,42,10,14,34,41,5,13,35,39,3,22,36,40
7,14,28,40,9,17,32,42,12,16,29,38,8,23,27,46
12,19,31,46,10,21,25,37,4,15,30,38,11,23,27,45
2,14,34,38,5,22,36,46,12,15,33,41,6,17,25,43
4,18,35,44,5,20,31,48,1,15,26,45,9,16,25,41
5,17,33,39,3,13,29,47,1,19,32,40,8,24,26,46
9,16,34,47,5,20,26,45,8,23,30,43,2,21,32,37
12,13,28,42,6,20,36,48,11,24,31,41,7,21,29,37
6,18,32,40,1,23,36,48,10,15,27,47,8,22,31,45
8,24,26,44,3,20,34,43,11,14,31,39,7,19,27,38
10,19,29,47,4,17,35,42,2,21,25,44,1,22,28,46
1,15,27,48,9,13,33,43,2,18,29,42,7,21,34,40
3,14,28,39,4,13,36,46,5,21,30,42,10,16,26,38
12,17,31,37,5,18,27,38,6,14,25,41,10,21,30,47
9,14,30,44,2,23,31,45,11,24,32,40,12,17,29,41
8,20,33,43,5,15,25,48,4,17,36,39,7,16,31,47
1,16,35,45,10,22,25,37,12,19,31,41,7,15,26,39
4,18,28,40,10,21,34,42,12,20,27,45,11,19,32,38
6,23,34,45,2,22,30,46,1,19,36,48,3,13,27,39
8,21,27,41,6,24,36,37,9,22,35,40,5,15,32,48
9,19,28,44,6,14,26,40,3,16,33,47,4,20,29,37
9,17,35,44,11,23,33,46,8,19,25,38,10,15,29,43
10,20,31,39,7,13,33,42,2,24,28,44,6,21,32,41
12,22,25,38,3,24,32,41,5,18,27,44,4,13,31,47
1,24,35,44,11,15,30,45,7,20,29,48,5,19,34,42
6,16,27,43,3,23,33,42,5,22,25,37,7,17,36,38
3,23,25,40,8,14,31,43,12,20,36,44,10,13,26,42
9,22,28,42,10,19,29,46,5,18,25,47,2,14,30,39
7,18,33,47,9,21,34,45,4,17,31,48,11,19,27,43
12,22,30,46,2,15,26,48,10,23,36,41,4,21,32,40
8,21,32,47,10,24,29,43,6,19,35,41,1,16,36,40
5,18,26,37,9,16,35,39,3,19,31,46,1,13,34,38
4,16,27,46,6,20,26,39,11,24,30,40,2,13,28,44
7,21,26,41,8,17,29,37,1,14,32,42,2,20,25,46
7,22,33,45,5,14,31,48,8,13,28,37,4,15,35,41
11,23,34,47,12,16,27,40,7,17,25,37,3,15,26,46
11,13,28,42,6,19,26,37,7,23,25,38,10,20,36,43
1,14,33,45,9,24,32,44,8,18,25,37,12,19,28,47
5,18,34,39,11,21,27,43,12,23,30,45,10,24,35,40
4,16,36,41,9,20,33,47,2,15,29,42,5,18,26,44
7,17,32,39,10,18,28,42,12,14,31,48,9,22,29,40
3,21,36,46,1,23,34,47,4,22,27,45,2,20,28,48
11,13,27,41,9,22,26,38,1,18,31,39,6,24,33,44
3,21,34,37,8,18,31,42,10,13,25,41,4,19,32,39
5,22,35,42,3,20,32,43,12,15,30,48,1,17,33,47
4,23,32,44,6,17,35,37,3,16,27,46,11,15,28,38
6,15,25,37,2,24,34,40,7,14,29,43,3,22,26,47
1,17,29,47,4,16,36,39,7,19,35,45,12,21,30,38
11,22,28,41,5,16,35,39,8,13,25,46,9,19,30,47
5,15,31,37,9,18,30,44,2,20,28,47,10,13,26,42
6,18,33,37,7,14,36,48,8,21,29,45,10,16,28,40
4,22,29,43,7,19,25,45,11,14,32,41,5,23,27,48
8,23,34,41,2,16,27,38,3,22,31,47,1,24,35,48
6,18,26,39,11,14,34,48,10,19,30,46,12,17,32,45
9,23,33,42,7,18,25,41,10,20,32,38,3,17,31,43
1,13,36,41,6,24,31,46,7,16,32,37,11,15,29,44
12,21,32,38,3,15,28,42,4,22,25,40,2,23,34,39
10,16,30,45,5,17,35,47,12,15,29,48,4,21,27,42
11,14,34,43,8,22,28,47,3,16,36,40,9,20,26,44
6,20,28,38,2,19,27,37,5,24,33,42,9,13,31,46
1,22,33,48,7,19,35,47,3,20,30,46,4,18,36,40
11,21,32,37,4,14,36,45,8,23,28,40,7,19,30,41
11,16,27,44,10,24,25,39,2,17,32,38,3,14,35,47
1,19,29,40,12,14,26,37,11,15,33,43,8,13,27,42
10,18,33,41,1,13,26,37,11,23,34,38,5,20,35,48
7,24,36,40,6,15,34,46,9,18,31,38,4,17,25,45
2,13,32,43,6,24,27,44,12,22,34,46,1,21,36,39
2,22,28,48,7,13,29,47,11,18,30,41,5,14,25,44
5,17,30,44,8,21,32,37,6,22,34,42,3,16,33,45
3,16,31,37,12,15,28,38,9,19,26,39,5,22,32,46
8,24,28,40,1,20,35,47,10,23,30,43,9,14,31,39
4,17,26,41,7,16,30,39,1,19,35,40,2,13,36,45
7,14,29,45,8,21,25,41,4,18,32,46,12,23,27,37
11,21,30,38,5,15,34,39,8,20,36,48,4,24,29,47
6,18,25,39,1,23,32,42,7,19,35,44,10,15,33,38
3,22,31,40,1,20,27,46,11,17,28,42,8,13,29,45
8,24,34,41,4,20,26,47,9,19,27,37,6,22,32,43
9,24,36,48,8,14,27,41,2,16,28,38,3,22,33,44
7,22,31,48,1,18,30,42,5,24,32,45,12,13,34,43
10,21,25,39,3,23,27,38,11,13,33,40,12,16,34,37
3,13,35,47,6,15,31,48,12,23,30,44,8,24,28,37
4,18,26,43,12,17,36,48,1,16,32,46,6,20,29,38
4,17,30,43,2,22,33,39,9,21,35,42,11,19,34,40
10,14,29,41,11,13,25,39,8,21,32,43,9,24,30,46
7,23,26,38,6,22,31,47,10,20,28,43,5,15,36,45
5,19,32,42,2,16,28,39,9,13,27,45,7,20,25,37
5,24,29,41,4,18,31,40,1,23,26,44,3,17,30,39
12,17,33,42,8,13,34,48,7,21,28,44,2,20,26,41
1,19,28,47,11,22,33,40,7,14,32,44,12,18,35,45
9,18,27,48,7,15,25,44,6,24,36,46,8,19,34,39
10,13,28,37,3,23,27,43,7,24,34,38,1,16,30,40
6,16,35,40,3,17,32,46,10,14,26,41,2,23,34,42
10,19,35,38,11,15,34,44,4,21,31,45,5,16,29,41
2,20,27,48,10,24,33,46,4,13,25,41,9,14,29,43
12,20,36,45,10,22,31,38,6,18,26,37,5,17,35,47
8,14,31,42,5,20,36,41,11,21,32,38,9,23,30,39
7,14,31,42,5,24,33,46,4,17,28,48,1,15,36,38
7,19,25,45,5,18,26,40,11,13,29,39,3,16,36,43
7,16,31,44,12,13,34,47,2,20,25,48,9,17,28,45
8,18,25,46,10,17,36,44,4,24,30,37,6,19,27,40
4,24,26,46,7,22,29,47,11,21,35,39,6,23,27,43
12,24,34,41,8,16,30,45,3,14,33,40,1,23,32,47
9,13,27,47,12,22,35,44,3,23,34,42,10,15,30,38
11,15,26,37,5,18,32,48,1,13,33,47,6,21,28,39
3,20,25,46,2,18,32,48,1,14,26,45,6,22,31,43
4,13,32,43,11,19,29,41,8,17,36,38,9,15,30,42
1,21,36,44,7,16,35,41,5,20,27,37,4,14,32,43
12,20,27,40,10,15,33,45,5,24,26,39,6,19,34,43
8,21,26,40,7,13,31,48,1,23,28,38,10,14,30,42
8,24,31,47,2,18,35,40,11,13,36,43,12,16,28,37
10,22,34,37,3,21,25,41,4,23,29,40,6,19,26,46
8,19,31,41,9,17,35,45,2,22,27,39,5,18,25,44
4,24,34,42,2,14,35,37,6,15,32,38,12,16,25,46
11,16,32,47,12,20,31,38,10,15,33,44,3,17,29,39
1,18,29,48,2,22,30,41,9,15,34,45,7,14,33,43
4,13,32,40,11,20,36,46,10,18,25,39,1,19,28,48
6,16,35,38,9,21,33,47,12,23,26,48,11,18,30,46
10,15,27,38,3,24,34,44,5,20,36,41,8,21,30,37
4,14,36,42,11,13,30,39,7,22,28,38,5,23,29,45
12,24,28,47,9,16,32,43,1,17,31,45,5,21,30,42
7,23,33,44,8,16,35,48,3,24,29,41,2,20,25,42
6,19,27,37,8,23,35,43,4,15,34,39,11,20,26,40
6,13,25,41,2,18,28,46,5,22,30,47,8,17,35,42
10,24,36,46,12,14,26,44,2,15,35,40,7,19,28,41
8,22,32,45,12,17,29,38,3,19,34,48,4,15,31,41
6,14,31,42,10,21,25,39,1,17,26,41,9,13,33,40
11,16,35,46,7,19,27,48,6,17,33,45,10,13,30,37
6,23,32,43,1,22,36,46,12,20,33,39,2,17,34,45
7,23,32,37,9,18,28,48,5,21,34,38,4,22,25,47
8,22,36,38,6,24,25,40,3,14,34,48,10,13,30,44
9,15,31,47,4,22,33,44,12,13,27,46,11,21,29,39
5,15,34,41,11,20,26,37,3,18,30,48,10,23,31,42
12,22,35,47,5,14,32,48,9,16,33,43,6,19,26,41
1,16,29,40,2,24,36,47,5,17,27,44,10,22,35,45
2,24,35,39,9,18,28,37,12,13,26,42,7,19,31,46
2,16,25,44,8,19,35,38,3,15,34,42,12,23,26,47
4,17,31,40,11,21,29,44,6,24,30,41,7,18,28,43
2,21,36,43,5,18,30,37,8,20,31,45,4,16,33,47
7,17,29,39,4,13,34,48,1,14,32,43,8,23,26,46
8,22,33,43,4,18,27,40,3,24,26,47,10,14,25,42
8,19,30,44,11,17,25,45,5,20,34,46,9,22,32,38
2,21,25,38,4,13,28,48,12,14,35,41,11,15,30,46
6,20,32,48,3,16,29,43,9,13,31,37,1,19,36,38
1,24,34,47,7,16,28,44,5,20,32,40,6,14,35,46
2,19,28,39,9,17,27,45,10,21,33,44,7,23,34,42
12,18,36,38,9,13,26,41,3,21,33,42,11,23,34,40
9,23,35,46,6,15,33,47,4,22,32,37,8,24,29,41
5,19,25,44,4,24,33,47,2,21,31,39,1,18,30,37
11,22,29,43,7,20,34,45,2,24,36,40,1,21,27,48
3,17,26,42,8,19,30,37,4,14,35,43,1,16,27,41
5,23,34,38,12,22,30,44,10,17,29,40,4,20,28,43
11,17,29,48,12,15,31,37,6,13,25,42,2,23,34,45
6,17,28,41,9,24,32,46,10,18,36,39,3,14,31,38
7,18,28,44,6,13,35,40,10,16,30,47,1,15,33,45
11,23,27,37,5,21,28,44,7,14,32,46,6,20,26,40
8,20,32,37,3,19,34,38,11,15,31,46,12,24,27,43
5,22,33,47,9,13,36,42,7,16,29,40,4,23,31,39
10,21,32,40,2,23,35,44,11,16,30,39,4,24,25,48
2,15,28,41,1,17,25,44,8,21,31,47,5,18,27,37
3,17,36,40,4,21,34,45,8,19,26,46,10,22,25,48
11,13,33,40,6,16,34,41,4,20,26,48,9,14,35,38
12,18,30,41,4,24,28,42,7,22,29,44,8,23,34,43
1,16,36,37,4,17,29,42,6,18,28,40,3,19,32,38
3,13,30,45,11,17,35,48,5,18,27,41,1,14,36,39
9,24,36,46,6,14,28,43,3,22,31,47,2,15,35,39
12,19,26,37,6,23,28,43,10,13,25,45,7,21,35,41
5,14,26,43,2,23,27,38,3,15,33,42,10,20,29,48
9,18,35,40,8,15,36,38,2,23,34,44,12,19,32,47
4,13,27,44,10,16,31,47,9,17,30,43,1,24,28,48
1,22,25,37,8,16,31,45,11,15,28,44,7,20,34,47
11,17,35,42,6,21,26,46,9,20,32,39,5,24,29,48
5,19,31,43,12,13,33,42,3,15,34,41,9,17,32,46
4,22,36,40,5,14,31,42,6,18,33,46,8,23,25,45
12,22,36,48,2,21,26,37,1,24,33,38,7,16,35,46
5,22,25,38,12,15,30,37,8,13,27,39,10,14,34,41
4,21,32,41,10,15,33,47,6,22,36,44,7,17,28,42
3,13,33,48,1,20,29,37,11,23,35,41,12,18,28,42
8,20,34,47,9,17,26,39,4,14,36,37,11,19,27,43
9,14,32,45,6,24,31,38,3,16,30,40,2,18,29,39
11,15,26,41,3,19,25,44,5,21,27,48,8,23,28,46
7,23,34,48,5,17,30,42,9,18,28,38,10,19,29,44
4,24,31,37,12,14,32,45,5,17,27,44,1,22,35,47
10,18,31,46,4,13,33,43,9,21,30,37,2,16,25,41
7,23,36,48,1,20,26,38,6,16,33,46,8,17,30,45
2,22,31,40,4,21,25,42,11,13,28,39,5,24,32,48
7,15,26,40,9,14,25,46,4,13,32,48,3,16,36,47
12,20,31,45,11,15,27,42,3,16,34,38,1,19,29,41
2,18,35,44,8,23,34,39,7,22,36,40,3,14,33,41
2,17,27,37,10,14,32,39,7,19,30,43,1,21,26,40
6,15,32,39,11,24,28,38,12,22,35,46,10,16,29,47
2,18,29,45,5,20,26,48,9,17,31,43,3,22,25,47
5,19,34,37,1,13,35,41,12,24,28,39,4,14,30,47
7,18,30,47,6,15,25,44,10,17,34,42,9,24,26,38
2,24,26,37,5,16,36,48,8,23,28,45,12,17,33,44
1,24,34,40,10,22,32,45,4,20,28,44,3,21,27,46
4,20,30,45,11,13,31,38,8,21,25,40,6,19,32,37
9,16,28,40,1,14,25,41,4,18,29,42,2,21,33,43
5,21,35,39,1,13,26,48,9,15,36,45,7,16,34,46
3,21,30,47,12,20,31,46,8,23,34,42,9,15,29,41
1,22,33,39,8,19,27,38,9,24,29,43,10,17,30,48
2,14,34,48,5,13,28,44,6,20,31,47,11,18,36,40
12,14,29,48,7,23,36,37,1,13,32,43,11,15,33,40
11,19,26,47,4,22,35,37,7,16,31,39,9,14,25,42
12,20,31,43,5,17,33,47,10,16,26,41,11,21,27,45
12,13,33,46,2,24,31,48,1,23,34,44,3,22,35,38
8,14,32,42,10,21,28,44,11,17,25,37,3,13,30,40
4,19,28,38,7,16,33,48,2,21,35,37,6,18,36,41
1,20,32,41,4,15,28,45,2,17,29,38,5,14,34,42
6,17,31,45,12,15,30,42,9,22,28,39,11,23,33,44
3,24,26,40,6,18,27,43,12,21,32,47,7,23,35,42
5,23,27,45,3,19,30,46,9,22,25,48,11,20,36,41
10,15,25,40,8,20,35,39,1,16,28,47,6,13,34,45
5,16,29,45,1,14,31,40,9,21,32,43,6,22,36,37
2,22,30,47,8,19,26,46,4,24,29,38,10,14,36,41
9,17,25,40,12,15,34,43,4,13,26,44,10,24,33,46
11,20,26,42,5,18,34,43,4,19,30,37,7,14,31,48
10,13,28,38,3,17,27,45,7,18,29,43,5,23,36,39
4,24,29,41,11,20,34,47,12,22,35,43,3,16,33,48
11,21,31,39,7,13,32,48,1,20,33,44,6,23,26,45
9,18,31,46,8,17,35,44,5,15,28,39,2,19,30,37
4,23,33,38,5,15,25,41,12,14,27,37,6,20,31,40
8,15,29,42,6,22,26,46,11,17,28,40,12,16,32,47
10,14,36,43,6,15,30,42,2,21,32,44,5,19,27,45
3,16,27,46,2,13,29,48,1,23,30,40,5,24,34,37
3,13,35,47,6,22,36,40,7,19,25,45,9,20,28,48
2,22,34,42,9,14,26,44,4,24,33,39,1,18,36,47
8,17,31,38,3,21,29,41,9,14,36,45,12,18,34,39
8,23,30,44,4,19,25,41,11,13,29,37,10,15,32,48
9,14,26,46,7,16,35,41,10,19,30,47,5,24,25,43
11,21,27,43,5,22,33,40,12,18,29,42,7,13,36,48
6,17,28,45,10,24,31,44,7,20,33,38,4,23,25,37
1,20,26,42,12,22,35,39,2,21,28,45,7,17,31,46
5,17,32,38,12,18,34,43,3,15,27,40,4,19,26,47
3,16,27,44,11,17,30,39,2,13,28,38,8,23,31,40
10,14,29,46,9,23,33,41,2,13,30,42,6,22,28,40
9,24,28,48,4,15,36,46,1,18,26,43,6,21,32,39
8,22,36,39,7,23,33,47,12,21,26,37,3,19,25,38
1,15,35,44,9,20,29,43,11,16,25,40,3,23,36,45
6,16,34,45,5,14,25,41,9,24,31,46,12,13,35,47
4,14,26,48,8,17,35,37,3,24,27,46,10,18,29,44
11,23,35,39,6,24,32,47,12,19,26,42,2,13,30,48
5,23,33,46,1,20,31,47,4,17,36,48,8,14,28,40
1,21,27,38,10,22,34,41,7,15,26,43,2,17,30,46
9,16,27,38,1,18,32,48,12,13,29,47,8,21,33,44
7,20,27,47,2,13,25,45,5,19,28,42,3,17,29,44
8,20,31,37,11,18,33,44,9,15,35,39,6,14,30,42
8,22,32,41,10,18,29,47,5,24,28,37,12,20,34,43
2,15,36,45,4,19,30,40,6,22,34,48,10,23,28,37
9,24,31,44,4,23,26,46,7,14,34,41,11,21,36,39
9,20,25,46,11,16,35,37,5,21,26,38,1,24,29,45
12,17,30,44,11,23,31,38,10,13,25,43,3,18,27,40
4,17,32,42,11,16,26,40,2,15,35,41,5,24,33,39
6,19,30,45,12,15,25,38,8,24,36,39,3,14,26,47
2,14,28,38,1,21,31,48,4,22,33,41,9,20,25,43
7,22,35,40,10,15,34,38,3,14,25,42,5,16,27,48
3,13,29,41,9,17,27,37,6,19,26,46,11,22,33,40
12,24,32,43,8,22,29,41,5,23,30,47,1,18,36,44
10,13,25,44,4,15,32,38,5,20,34,37,1,18,28,47
10,15,35,40,9,17,29,39,8,21,34,46,7,19,31,45
2,21,27,40,6,14,33,46,8,23,35,47,4,18,36,38
4,19,28,43,3,13,27,48,9,24,31,45,12,16,35,42
4,20,31,37,11,21,28,41,5,23,29,39,8,24,26,42
2,15,28,46,7,18,30,42,11,22,34,38,12,21,36,45
1,21,26,43,12,20,35,45,2,16,32,46,3,18,25,44
